player_id,handle,first_name,last_name,total_games_played,most_played_agent_type,most_played_agent_name,average_kpr,average_dpr,total_kills_2024,total_multikills,total_clutches,total_first_bloods,average_headshot_ratio,average_damage_per_round,region
106651846714581139,qRaxs,Doğukan,Balaban,61,Initiators,Breach,0.682,0.69,884,279,2,81,0.256,38.403,INTL
107876440210025807,yetujey,Eray,Budak,61,Sentinels,Cypher,0.731,0.656,944,285,9,135,0.214,47.354,INTL
106651939810727172,MrFaliN,Furkan,Yeğen,61,Controllers,Omen,0.656,0.681,853,238,2,105,0.223,39.05,INTL
106651760411992132,cNed,Mehmet Yağız,İpek,61,Duelists,Jett,0.805,0.73,1041,350,3,208,0.27,49.215,INTL
106651830913232582,ATA KAPTAN,Ata,Tan,61,Controllers,Viper,0.677,0.711,871,282,6,107,0.239,40.945,INTL
106652148735956386,Chronicle,Timofey,Khromov,74,Initiators,KAY/O,0.734,0.64,1153,342,13,157,0.229,44.913,INTL
106230271915475632,Derke,Nikita,Sirmitev,74,Duelists,Jett,0.85,0.721,1317,452,5,267,0.273,49.327,INTL
103537287230111095,Boaster,Jake ,Howlett,74,Controllers,Omen,0.518,0.654,808,231,2,112,0.227,32.752,INTL
109715242341114817,Leo ,LEO,JANNESSON,39,Initiators,Sova,0.742,0.589,625,187,5,37,0.223,38.555,INTL
107764993888872529,Alfajer,Emir Ali,Beder,74,Sentinels,Killjoy,0.791,0.666,1229,386,2,167,0.247,43.741,INTL
106532684877070738,MaKo,Kim,Myeong-kwan,64,Controllers,Omen,0.697,0.664,925,295,6,110,0.228,45.451,INTL
107926951905638936,Foxy9,Jeong ,jae-seong,64,Initiators,Breach,0.648,0.676,867,240,3,101,0.264,39.703,INTL
111136213598748752,Flashback,Cho,Min-hyuk,46,Sentinels,Chamber,0.785,0.688,745,249,6,96,0.28,46.558,INTL
107786689519485659,BeYN,Habin,Kang,58,Initiators,Fade,0.629,0.665,754,236,10,66,0.25,43.614,INTL
106532686424986077,BuZz,Yu,Byung-chul,64,Duelists,Neon,0.837,0.744,1103,378,1,241,0.228,53.645,INTL
106229920360816436,TenZ,Tyson ,Ngo,81,Controllers,Omen,0.754,0.692,1292,406,9,171,0.254,42.693,INTL
106525416849604559,zekken,Zachary,Patrone,81,Duelists,Raze,0.889,0.744,1519,518,7,382,0.234,49.667,INTL
107891881667440147,johnqt,Mohamed,Ouarid,81,Controllers,Viper,0.669,0.616,1146,318,7,117,0.193,39.187,INTL
106229950694048376,Zellsis,Jordan,Montemurro,81,Sentinels,Killjoy,0.654,0.654,1120,332,9,111,0.137,41.478,INTL
99566407765334300,Sacy,Gustavo,Rossi,81,Initiators,Fade,0.625,0.673,1067,305,6,110,0.231,39.778,INTL
107729648820931094,Kicks,Kimmie,Laasner,61,Initiators,KAY/O,0.647,0.699,834,236,4,70,0.176,39.631,INTL
109630635013669017,runneR,Emil,Trajkovski,61,Sentinels,Cypher,0.698,0.738,901,274,5,173,0.2,46.962,INTL
106651631294239818,ceNder,Jokūbas,Labutis,61,Controllers,Omen,0.6,0.717,784,243,5,98,0.229,39.003,INTL
106651793396690606,Sayf,Saif,Jibraeel,61,Duelists,Neon,0.813,0.687,1055,365,2,170,0.257,51.363,INTL
107735297326632949,trexx,Nikita,Cherednichenko,50,Initiators,Sova,0.748,0.673,791,252,3,91,0.2,49.612,INTL
106651749419114537,Fit1nho,Adolfo,Gallego,31,Initiators,Breach,0.626,0.739,422,112,2,64,0.256,37.952,INTL
106652018995421422,purp0,Semyon,Borchev,25,Duelists,Neon,0.758,0.759,412,148,1,105,0.401,49.198,INTL
106652157508218765,Redgar,Igor,Vlasov,26,Controllers,Omen,0.54,0.729,298,74,1,41,0.428,34.437,INTL
106652162020663630,Cloud,Kirill,Nehozhin,31,Initiators,Sova,0.701,0.735,471,134,4,49,0.221,49.971,INTL
106651747523026980,hoody,Aaro,Peltokangas,31,Sentinels,Killjoy,0.599,0.715,403,110,4,55,0.185,44.481,INTL
106668472978208449,Monyet,Cahya,Nugraha,40,Duelists,Raze,0.686,0.776,607,190,3,102,0.225,40.22,INTL
106724769775977160,mindfreak,Aaron ,Leonhart,85,Controllers,Omen,0.666,0.657,1171,365,8,86,0.31,40.838,INTL
106724767436961366,d4v41,Khalish ,Rusyaidee,85,Initiators,KAY/O,0.71,0.664,1243,397,7,115,0.291,45.394,INTL
106605824072688095,something,IIya,Petrov,85,Duelists,Jett,0.783,0.693,1368,435,9,299,0.24,42.656,INTL
106724771285467852,f0rsakeN,Jason ,Susanto,85,Initiators,Sova,0.744,0.705,1309,402,5,167,0.314,44.98,INTL
106156791842474396,KeznitdeuS,Angelo Alexander ,Mori Lagos,55,Duelists,Jett,0.852,0.741,988,334,3,221,0.266,47.044,INTL
108395376345727088,Shyy,Fabian,Usnayo,55,Sentinels,Killjoy,0.721,0.669,838,246,6,79,0.208,45.369,INTL
106490001132942692,Melser,Marco ,Machuca,55,Controllers,Omen,0.634,0.67,732,197,3,92,0.33,37.16,INTL
109882303683541155,mta,Nicolás,González Acevedo,34,Initiators,Sova,0.584,0.738,416,132,3,57,0.26,34.133,INTL
106116521073981149,heat,Olava Marcelo,Sabbit Batista,50,Initiators,KAY/O,0.733,0.695,773,232,2,72,0.33,41.353,INTL
106116440965658227,aspas,Erick,Marmo,80,Duelists,Raze,0.917,0.663,1581,520,7,310,0.254,52.447,INTL
